FUND CASH ACCT SEQ,INVST PLAN ARR SEQ,ACCT CASH FUND,ACCT CASH FUND TYPE CDE,CCY ACCT CASH FUND CDE,LAST INGESTION TIMESTAMP,PRM_LNE_OF_BUS_CDE_FILTER,CTRY_CDE_FILTER,ENTITY_CDE_FILTER
153857,6358201,410000,56700E,10455, Current_timestamp(), 154ud1543, SAP12028, 57SAT1510
153858,6358202,410000,56700E,10456, Current_timestamp(), 154ud1544, SAP12029, 57SAT1511
153859,6358203,410000,56700E,10457, Current_timestamp(), 154ud1545, SAP12030, 57SAT1512
153860,6358204,410000,56700E,10458, Current_timestamp(), 154ud1546, SAP12031, 57SAT1513
153861,6358205,410000,56700E,10459, Current_timestamp(), 154ud1547, SAP12032, 57SAT1514
153862,6358206,410000,56700E,10460, Current_timestamp(), 154ud1548, SAP12033, 57SAT1515
153863,6358207,410000,56700E,10461, Current_timestamp(), 154ud1549, SAP12034, 57SAT1516
153864,6358208,410000,56700E,10462, Current_timestamp(), 154ud1550, SAP12035, 57SAT1517
153865,6358209,410000,56700E,10463, Current_timestamp(), 154ud1551, SAP12036, 57SAT1518
153866,6358210,410000,56700E,10464, Current_timestamp(), 154ud1552, SAP12037, 57SAT1519
153867,6358211,410000,56700E,10465, Current_timestamp(), 154ud1553, SAP12038, 57SAT1520
153868,6358212,410000,56700E,10466, Current_timestamp(), 154ud1554, SAP12039, 57SAT1521
153869,6358213,410000,56700E,10467, Current_timestamp(), 154ud1555, SAP12040, 57SAT1522
153870,6358214,410000,56700E,10468, Current_timestamp(), 154ud1556, SAP12041, 57SAT1523
153871,6358215,410000,56700E,10469, Current_timestamp(), 154ud1557, SAP12042, 57SAT1524
153872,6358216,410000,56700E,10470, Current_timestamp(), 154ud1558, SAP12043, 57SAT1525
153873,6358217,410000,56700E,10471, Current_timestamp(), 154ud1559, SAP12044, 57SAT1526
153874,6358218,410000,56700E,10472, Current_timestamp(), 154ud1560, SAP12045, 57SAT1527
153875,6358219,410000,56700E,10473, Current_timestamp(), 154ud1561, SAP12046, 57SAT1528
153876,6358220,410000,56700E,10474, Current_timestamp(), 154ud1562, SAP12047, 57SAT1529
153877,6358221,410000,56700E,10475, Current_timestamp(), 154ud1563, SAP12048, 57SAT1530
153878,6358222,410000,56700E,10476, Current_timestamp(), 154ud1564, SAP12049, 57SAT1531
153879,6358223,410000,56700E,10477, Current_timestamp(), 154ud1565, SAP12050, 57SAT1532
153880,6358224,410000,56700E,10478, Current_timestamp(), 154ud1566, SAP12051, 57SAT1533
153881,6358225,410000,56700E,10479, Current_timestamp(), 154ud1567, SAP12052, 57SAT1534
153882,6358226,410000,56700E,10480, Current_timestamp(), 154ud1568, SAP12053, 57SAT1535
153883,6358227,410000,56700E,10481, Current_timestamp(), 154ud1569, SAP12054, 57SAT1536
153884,6358228,410000,56700E,10482, Current_timestamp(), 154ud1570, SAP12055, 57SAT1537
153885,6358229,410000,56700E,10483, Current_timestamp(), 154ud1571, SAP12056, 57SAT1538
153886,6358230,410000,56700E,10484, Current_timestamp(), 154ud1572, SAP12057, 57SAT1539
153887,6358231,410000,56700E,10485, Current_timestamp(), 154ud1573, SAP12058, 57SAT1540
153888,6358232,410000,56700E,10486, Current_timestamp(), 154ud1574, SAP12059, 57SAT1541
153889,6358233,410000,56700E,10487, Current_timestamp(), 154ud1575, SAP12060, 57SAT1542
153890,6358234,410000,56700E,10488, Current_timestamp(), 154ud1576, SAP12061, 57SAT1543
153891,6358235,410000,56700E,10489, Current_timestamp(), 154ud1577, SAP12062, 57SAT1544
153892,6358236,410000,56700E,10490, Current_timestamp(), 154ud1578, SAP12063, 57SAT1545
153893,6358237,410000,56700E,10491, Current_timestamp(), 154ud1579, SAP12064, 57SAT1546
153894,6358238,410000,56700E,10492, Current_timestamp(), 154ud1580, SAP12065, 57SAT1547
153895,6358239,410000,56700E,10493, Current_timestamp(), 154ud1581, SAP12066, 57SAT1548
153896,6358240,410000,56700E,10494, Current_timestamp(), 154ud1582, SAP12067, 57SAT1549
153897,6358241,410000,56700E,10495, Current_timestamp(), 154ud1583, SAP12068, 57SAT1550
153898,6358242,410000,56700E,10496, Current_timestamp(), 154ud1584, SAP12069, 57SAT1551
153899,6358243,410000,56700E,10497, Current_timestamp(), 154ud1585, SAP12070, 57SAT1552
153900,6358244,410000,56700E,10498, Current_timestamp(), 154ud1586, SAP12071, 57SAT1553
153901,6358245,410000,56700E,10499, Current_timestamp(), 154ud1587, SAP12072, 57SAT1554
153902,6358246,410000,56700E,10500, Current_timestamp(), 154ud1588, SAP12073, 57SAT1555
153903,6358247,410000,56700E,10501, Current_timestamp(), 154ud1589, SAP12074, 57SAT1556
153904,6358248,410000,56700E,10502, Current_timestamp(), 154ud1590, SAP12075, 57SAT1557
153905,6358249,410000,56700E,10503, Current_timestamp(), 154ud1591, SAP12076, 57SAT1558
153906,6358250,410000,56700E,10504, Current_timestamp(), 154ud1592, SAP12077, 57SAT1559
153907,6358251,410000,56700E,10505, Current_timestamp(), 154ud1593, SAP12078, 57SAT1560
153908,6358252,410000,56700E,10506, Current_timestamp(), 154ud1594, SAP12079, 57SAT1561
153909,6358253,410000,56700E,10507, Current_timestamp(), 154ud1595, SAP12080, 57SAT1562
153910,6358254,410000,56700E,10508, Current_timestamp(), 154ud1596, SAP12081, 57SAT1563
153911,6358255,410000,56700E,10509, Current_timestamp(), 154ud1597, SAP12082, 57SAT1564
153912,6358256,410000,56700E,10510, Current_timestamp(), 154ud1598, SAP12083, 57SAT1565
153913,6358257,410000,56700E,10511, Current_timestamp(), 154ud1599, SAP12084, 57SAT1566
153914,6358258,410000,56700E,10512, Current_timestamp(), 154ud1600, SAP12085, 57SAT1567
153915,6358259,410000,56700E,10513, Current_timestamp(), 154ud1601, SAP12086, 57SAT1568
153916,6358260,410000,56700E,10514, Current_timestamp(), 154ud1602, SAP12087, 57SAT1569
153917,6358261,410000,56700E,10515, Current_timestamp(), 154ud1603, SAP12088, 57SAT1570
153918,6358262,410000,56700E,10516, Current_timestamp(), 154ud1604, SAP12089, 57SAT1571
153919,6358263,410000,56700E,10517, Current_timestamp(), 154ud1605, SAP12090, 57SAT1572
153920,6358264,410000,56700E,10518, Current_timestamp(), 154ud1606, SAP12091, 57SAT1573
153921,6358265,410000,56700E,10519, Current_timestamp(), 154ud1607, SAP12092, 57SAT1574
153922,6358266,410000,56700E,10520, Current_timestamp(), 154ud1608, SAP12093, 57SAT1575
153923,6358267,410000,56700E,10521, Current_timestamp(), 154ud1609, SAP12094, 57SAT1576
153924,6358268,410000,56700E,10522, Current_timestamp(), 154ud1610, SAP12095, 57SAT1577
153925,6358269,410000,56700E,10523, Current_timestamp(), 154ud1611, SAP12096, 57SAT1578
153926,6358270,410000,56700E,10524, Current_timestamp(), 154ud1612, SAP12097, 57SAT1579
153927,6358271,410000,56700E,10525, Current_timestamp(), 154ud1613, SAP12098, 57SAT1580
153928,6358272,410000,56700E,10526, Current_timestamp(), 154ud1614, SAP12099, 57SAT1581
153929,6358273,410000,56700E,10527, Current_timestamp(), 154ud1615, SAP12100, 57SAT1582
153930,6358274,410000,56700E,10528, Current_timestamp(), 154ud1616, SAP12101, 57SAT1583
153931,6358275,410000,56700E,10529, Current_timestamp(), 154ud1617, SAP12102, 57SAT1584
153932,6358276,410000,56700E,10530, Current_timestamp(), 154ud1618, SAP12103, 57SAT1585
153933,6358277,410000,56700E,10531, Current_timestamp(), 154ud1619, SAP12104, 57SAT1586
153934,6358278,410000,56700E,10532, Current_timestamp(), 154ud1620, SAP12105, 57SAT1587
153935,6358279,410000,56700E,10533, Current_timestamp(), 154ud1621, SAP12106, 57SAT1588
153936,6358280,410000,56700E,10534, Current_timestamp(), 154ud1622, SAP12107, 57SAT1589
153937,6358281,410000,56700E,10535, Current_timestamp(), 154ud1623, SAP12108, 57SAT1590
